Phone Number,Call Outcome,Agent,Call Number
581852038713,NOT INTERESTED,black,1184
694549750853,CALL BACK LATER,black,1185
613528127026,INTERESTED,orange,1186
091303295362,INTERESTED,orange,1187
216207857654,NOT INTERESTED,red,1188
219568097247,CALL BACK LATER,red,1189
830579860846,CALL BACK LATER,orange,1190
841048576637,NOT INTERESTED,red,1191
247525935752,CALL BACK LATER,red,1192
227048373417,INTERESTED,red,1193
726358162773,CALL BACK LATER,orange,1194
336098592342,ANSWER MACHINE,black,1195
912465217619,CALL BACK LATER,orange,1196
322754871162,CALL BACK LATER,black,1197
106768139474,INTERESTED,blue,1198
562629897485,NOT INTERESTED,orange,1199
382671095594,INTERESTED,orange,1200
600680679952,CALL BACK LATER,black,1201
130357179585,ANSWER MACHINE,black,1202
386734652653,CALL BACK LATER,red,1203
409588474273,NOT INTERESTED,red,1204
774249660144,CALL BACK LATER,blue,1205
329249987228,DEAD LINE,orange,1206
533788208390,INTERESTED,green,1207
986552516723,NOT INTERESTED,black,1208
231058264743,ANSWER MACHINE,orange,1209
969192289152,CALL BACK LATER,orange,1210
522548582037,INTERESTED,black,1211
857397636645,INTERESTED,black,1212
393752011553,CALL BACK LATER,orange,1213
770695010484,CALL BACK LATER,green,1214
189150465132,CALL BACK LATER,red,1215
694796631029,CALL BACK LATER,green,1216
731581157073,CALL BACK LATER,black,1217
664207496948,INTERESTED,black,1218
780241520544,INTERESTED,red,1219
068327778980,ANSWER MACHINE,red,1220
478254029049,INTERESTED,green,1221
528245634456,NOT INTERESTED,red,1222
112564689296,CALL BACK LATER,red,1223
108496085975,INTERESTED,orange,1224
352414208506,ANSWER MACHINE,black,1225
967515701227,ANSWER MACHINE,red,1226
937818993055,INTERESTED,red,1227
275553242390,ANSWER MACHINE,black,1228
701214942024,INTERESTED,red,1229
495961047004,NOT INTERESTED,orange,1230
339016371866,INTERESTED,red,1231
162734659934,CALL BACK LATER,black,1232
409991194469,NOT INTERESTED,black,1233
309134453649,CALL BACK LATER,orange,1234
078316854007,CALL BACK LATER,orange,1235
545082212647,INTERESTED,red,1236
258054762843,DEAD LINE,orange,1237
839702587601,CALL BACK LATER,orange,1238
868526883754,CALL BACK LATER,orange,1239
373502710032,CALL BACK LATER,orange,1240
751081900704,CALL BACK LATER,orange,1241
636202410052,CALL BACK LATER,blue,1242
440049733129,CALL BACK LATER,red,1243
053394840594,NOT INTERESTED,orange,1244
632746813584,INTERESTED,red,1245
379511935930,ANSWER MACHINE,red,1246
154588482875,ANSWER MACHINE,orange,1247
087589282422,INTERESTED,orange,1248
775531914460,INTERESTED,black,1249
567415749120,CALL BACK LATER,green,1250
479357794645,NOT INTERESTED,orange,1251
893023701041,DEAD LINE,red,1252
410811321122,INTERESTED,orange,1253
232283573126,CALL BACK LATER,blue,1254
355329658729,NOT INTERESTED,black,1255
634375995825,CALL BACK LATER,orange,1256
442724744056,CALL BACK LATER,red,1257
661943338052,CALL BACK LATER,red,1258
066523455830,INTERESTED,orange,1259
626087240154,CALL BACK LATER,orange,1260
226029806048,DEAD LINE,orange,1261
590628554870,INTERESTED,red,1262
574350435964,INTERESTED,red,1263
909732559978,DEAD LINE,red,1264
147662078319,INTERESTED,black,1265
946405050976,INTERESTED,orange,1266
125443523681,NOT INTERESTED,orange,1267
988487122887,ANSWER MACHINE,orange,1268
355042039435,CALL BACK LATER,orange,1269
628119183214,ANSWER MACHINE,green,1270
719355214979,CALL BACK LATER,black,1271
407148852886,INTERESTED,green,1272
562400267530,NOT INTERESTED,orange,1273
966488103646,CALL BACK LATER,red,1274
347030666670,ANSWER MACHINE,orange,1275
394110247730,CALL BACK LATER,red,1276
757493876017,CALL BACK LATER,red,1277
838530404208,CALL BACK LATER,orange,1278
482218872299,CALL BACK LATER,red,1279
527001458858,NOT INTERESTED,red,1280
800287414547,CALL BACK LATER,red,1281
619654267677,CALL BACK LATER,orange,1282
887871657473,CALL BACK LATER,red,1283
860355889571,CALL BACK LATER,orange,1284
694549750853,NOT INTERESTED,orange,1285
971176261720,CALL BACK LATER,red,1286
490347505269,ANSWER MACHINE,orange,1287
370350491790,DEAD LINE,black,1288
219568097247,INTERESTED,orange,1289
830579860846,CALL BACK LATER,orange,1290
095542836327,NOT INTERESTED,black,1291
247525935752,CALL BACK LATER,blue,1292
037376611213,CALL BACK LATER,orange,1293
726358162773,NOT INTERESTED,red,1294
336098592342,CALL BACK LATER,black,1295
912465217619,CALL BACK LATER,red,1296
322754871162,INTERESTED,orange,1297
648970118039,DEAD LINE,orange,1298
703500891869,INTERESTED,black,1299
728263562317,ANSWER MACHINE,orange,1300
600680679952,CALL BACK LATER,orange,1301
130357179585,CALL BACK LATER,orange,1302
386734652653,INTERESTED,orange,1303
068874770036,NOT INTERESTED,black,1304
774249660144,CALL BACK LATER,red,1305
390444109214,NOT INTERESTED,black,1306
728146576113,NOT INTERESTED,orange,1307
655989080695,CALL BACK LATER,red,1308
231058264743,INTERESTED,black,1309
969192289152,CALL BACK LATER,red,1310
509479953184,INTERESTED,blue,1311
758917006387,NOT INTERESTED,black,1312
393752011553,CALL BACK LATER,orange,1313
770695010484,CALL BACK LATER,black,1314
189150465132,INTERESTED,orange,1315
694796631029,CALL BACK LATER,green,1316
731581157073,CALL BACK LATER,orange,1317
920608115400,ANSWER MACHINE,red,1318
950937201594,ANSWER MACHINE,orange,1319
068327778980,CALL BACK LATER,orange,1320
471738372439,CALL BACK LATER,black,1321
094859817161,NOT INTERESTED,orange,1322
112564689296,INTERESTED,orange,1323
042107174949,NOT INTERESTED,orange,1324
352414208506,NOT INTERESTED,black,1325
967515701227,INTERESTED,red,1326
917987923851,DEAD LINE,black,1327
275553242390,CALL BACK LATER,orange,1328
750085126474,INTERESTED,red,1329
482349792993,INTERESTED,orange,1330
635147508526,CALL BACK LATER,green,1331
162734659934,INTERESTED,red,1332
080967872849,INTERESTED,black,1333
309134453649,NOT INTERESTED,red,1334
078316854007,CALL BACK LATER,red,1335
512201407048,NOT INTERESTED,orange,1336
063419367368,CALL BACK LATER,orange,1337
839702587601,INTERESTED,black,1338
868526883754,NOT INTERESTED,orange,1339
373502710032,CALL BACK LATER,green,1340
751081900704,INTERESTED,orange,1341
636202410052,NOT INTERESTED,orange,1342
440049733129,NOT INTERESTED,orange,1343
413916465294,DEAD LINE,red,1344
141333696562,CALL BACK LATER,black,1345
379511935930,INTERESTED,black,1346
154588482875,CALL BACK LATER,orange,1347
536657474018,NOT INTERESTED,orange,1348
846070504032,CALL BACK LATER,red,1349
567415749120,NOT INTERESTED,orange,1350
145737075554,NOT INTERESTED,orange,1351
840764022113,INTERESTED,blue,1352
837541551473,CALL BACK LATER,red,1353
232283573126,INTERESTED,orange,1354
992974804990,CALL BACK LATER,orange,1355
634375995825,INTERESTED,orange,1356
442724744056,INTERESTED,green,1357
661943338052,CALL BACK LATER,orange,1358
358255670036,NOT INTERESTED,orange,1359
626087240154,CALL BACK LATER,orange,1360
378122085044,NOT INTERESTED,orange,1361
077140625560,ANSWER MACHINE,red,1362
015664858772,INTERESTED,red,1363
776989387319,CALL BACK LATER,black,1364
385274477374,NOT INTERESTED,orange,1365
366194342492,ANSWER MACHINE,red,1366
238830167760,CALL BACK LATER,orange,1367
988487122887,CALL BACK LATER,black,1368
355042039435,CALL BACK LATER,red,1369
628119183214,NOT INTERESTED,orange,1370
719355214979,NOT INTERESTED,red,1371
407482993110,NOT INTERESTED,orange,1372
000457146043,CALL BACK LATER,red,1373
966488103646,INTERESTED,orange,1374
347030666670,INTERESTED,blue,1375
394110247730,INTERESTED,orange,1376
757493876017,CALL BACK LATER,orange,1377
838530404208,CALL BACK LATER,red,1378
482218872299,INTERESTED,red,1379
391025147490,INTERESTED,orange,1380
800287414547,CALL BACK LATER,black,1381
619654267677,INTERESTED,red,1382
887871657473,CALL BACK LATER,blue,1383
860355889571,INTERESTED,orange,1384
356387769353,INTERESTED,green,1385
971176261720,CALL BACK LATER,red,1386
490347505269,INTERESTED,red,1387
997429252497,ANSWER MACHINE,orange,1388
506214031506,ANSWER MACHINE,red,1389
830579860846,NOT INTERESTED,black,1390
671274525572,CALL BACK LATER,orange,1391
247525935752,CALL BACK LATER,orange,1392
037376611213,CALL BACK LATER,orange,1393
395817327881,CALL BACK LATER,black,1394
336098592342,INTERESTED,orange,1395
912465217619,INTERESTED,orange,1396
385553881483,ANSWER MACHINE,red,1397
068220024653,CALL BACK LATER,green,1398
515722739921,ANSWER MACHINE,orange,1399
728263562317,INTERESTED,red,1400
600680679952,CALL BACK LATER,red,1401
130357179585,INTERESTED,green,1402
770251124171,CALL BACK LATER,orange,1403
135875951433,CALL BACK LATER,red,1404
774249660144,INTERESTED,red,1405
950634141094,CALL BACK LATER,red,1406
132103867023,ANSWER MACHINE,red,1407
655989080695,CALL BACK LATER,black,1408
484971193105,NOT INTERESTED,orange,1409
969192289152,INTERESTED,black,1410
670748923275,ANSWER MACHINE,red,1411
987458597674,NOT INTERESTED,orange,1412
393752011553,CALL BACK LATER,red,1413
770695010484,INTERESTED,black,1414
907127909947,INTERESTED,black,1415
694796631029,CALL BACK LATER,black,1416
731581157073,INTERESTED,black,1417
920608115400,NOT INTERESTED,black,1418
950937201594,INTERESTED,green,1419
068327778980,INTERESTED,blue,1420
471738372439,CALL BACK LATER,green,1421
202036184966,DEAD LINE,orange,1422
096947828938,CALL BACK LATER,orange,1423
080193296314,NOT INTERESTED,orange,1424
365773318090,INTERESTED,red,1425
311656494373,CALL BACK LATER,green,1426
331459356580,NOT INTERESTED,orange,1427
275553242390,NOT INTERESTED,orange,1428
577319452120,DEAD LINE,red,1429
234861173209,NOT INTERESTED,orange,1430
635147508526,INTERESTED,orange,1431
564698189671,NOT INTERESTED,red,1432
813788198424,INTERESTED,orange,1433
157908479378,ANSWER MACHINE,red,1434
078316854007,NOT INTERESTED,orange,1435
711425111896,DEAD LINE,orange,1436
063419367368,CALL BACK LATER,black,1437
151862923805,INTERESTED,orange,1438
265494534487,ANSWER MACHINE,red,1439
373502710032,CALL BACK LATER,black,1440
001068208068,ANSWER MACHINE,orange,1441
516398301414,CALL BACK LATER,green,1442
829612988810,ANSWER MACHINE,black,1443
771530157212,ANSWER MACHINE,green,1444
141333696562,INTERESTED,green,1445
779853839503,CALL BACK LATER,red,1446
154588482875,INTERESTED,orange,1447
595544036179,NOT INTERESTED,red,1448
846070504032,CALL BACK LATER,blue,1449
213192235562,ANSWER MACHINE,green,1450
525524870488,NOT INTERESTED,green,1451
284597030946,ANSWER MACHINE,red,1452
837541551473,INTERESTED,green,1453
475487100488,NOT INTERESTED,black,1454
992974804990,NOT INTERESTED,red,1455
854006508725,NOT INTERESTED,red,1456
331540022499,CALL BACK LATER,orange,1457
661943338052,INTERESTED,orange,1458
301056651136,INTERESTED,orange,1459
626087240154,NOT INTERESTED,orange,1460
993100556319,NOT INTERESTED,orange,1461
077140625560,INTERESTED,black,1462
446888380542,NOT INTERESTED,black,1463
776989387319,INTERESTED,red,1464
394628652673,NOT INTERESTED,black,1465
366194342492,NOT INTERESTED,orange,1466
238830167760,INTERESTED,orange,1467
988487122887,NOT INTERESTED,red,1468
355042039435,CALL BACK LATER,orange,1469
056264875268,NOT INTERESTED,red,1470
609002010508,CALL BACK LATER,orange,1471
604942738996,ANSWER MACHINE,red,1472
000457146043,INTERESTED,orange,1473
058175833900,CALL BACK LATER,orange,1474
259788940952,INTERESTED,orange,1475
822091140295,ANSWER MACHINE,green,1476
757493876017,CALL BACK LATER,orange,1477
838530404208,INTERESTED,black,1478
592555066351,NOT INTERESTED,orange,1479
581688689797,DEAD LINE,red,1480
800287414547,CALL BACK LATER,black,1481
825530909702,CALL BACK LATER,blue,1482
887871657473,INTERESTED,green,1483
307055864647,CALL BACK LATER,orange,1484
389013357439,INTERESTED,black,1485
971176261720,INTERESTED,red,1486
416611614550,INTERESTED,black,1487
997429252497,INTERESTED,black,1488
506214031506,NOT INTERESTED,orange,1489
956681219411,INTERESTED,orange,1490
671274525572,CALL BACK LATER,red,1491
247525935752,CALL BACK LATER,orange,1492
037376611213,CALL BACK LATER,orange,1493
395817327881,INTERESTED,black,1494
784076210613,CALL BACK LATER,orange,1495
832788367289,CALL BACK LATER,red,1496
385553881483,INTERESTED,black,1497
068220024653,INTERESTED,red,1498
515722739921,CALL BACK LATER,orange,1499
197986068025,NOT INTERESTED,red,1500
600680679952,NOT INTERESTED,red,1501
751156848210,CALL BACK LATER,orange,1502
770251124171,CALL BACK LATER,orange,1503
135875951433,CALL BACK LATER,orange,1504
209951789425,ANSWER MACHINE,black,1505
950634141094,CALL BACK LATER,orange,1506
132103867023,NOT INTERESTED,orange,1507
655989080695,INTERESTED,blue,1508
623778280105,CALL BACK LATER,orange,1509
433880731945,INTERESTED,orange,1510
670748923275,NOT INTERESTED,orange,1511
475271695135,DEAD LINE,red,1512
393752011553,INTERESTED,red,1513
306843365109,INTERESTED,black,1514
045251847835,CALL BACK LATER,orange,1515
694796631029,NOT INTERESTED,orange,1516
431964678966,ANSWER MACHINE,red,1517
100178677190,INTERESTED,orange,1518
482396044337,CALL BACK LATER,orange,1519
961287951145,NOT INTERESTED,black,1520
471738372439,CALL BACK LATER,orange,1521
077365507266,CALL BACK LATER,orange,1522
096947828938,INTERESTED,orange,1523
638043240763,DEAD LINE,green,1524
053033372894,NOT INTERESTED,black,1525
311656494373,INTERESTED,orange,1526
751795388418,ANSWER MACHINE,red,1527
323270040670,CALL BACK LATER,red,1528
863296589669,ANSWER MACHINE,red,1529
209887326696,NOT INTERESTED,red,1530
516835446778,CALL BACK LATER,black,1531
736586605701,NOT INTERESTED,orange,1532
406420536176,INTERESTED,blue,1533
157908479378,CALL BACK LATER,red,1534
204046089478,ANSWER MACHINE,orange,1535
780290496165,CALL BACK LATER,black,1536
063419367368,CALL BACK LATER,orange,1537
022917014524,CALL BACK LATER,red,1538
265494534487,CALL BACK LATER,red,1539
373502710032,NOT INTERESTED,black,1540
001068208068,NOT INTERESTED,orange,1541
516398301414,INTERESTED,red,1542
829612988810,NOT INTERESTED,orange,1543
771530157212,NOT INTERESTED,black,1544
524053105822,CALL BACK LATER,red,1545
779853839503,NOT INTERESTED,black,1546
384161172046,CALL BACK LATER,orange,1547
010632234727,CALL BACK LATER,orange,1548
846070504032,CALL BACK LATER,red,1549
213192235562,NOT INTERESTED,red,1550
142329890218,NOT INTERESTED,orange,1551
284597030946,NOT INTERESTED,black,1552
350965802992,CALL BACK LATER,red,1553
850990791613,CALL BACK LATER,red,1554
625290028444,CALL BACK LATER,red,1555
382370904708,INTERESTED,orange,1556
331540022499,INTERESTED,black,1557
689457736936,CALL BACK LATER,orange,1558
322440705572,CALL BACK LATER,orange,1559
808454360435,CALL BACK LATER,red,1560
740224681271,ANSWER MACHINE,red,1561
760909776555,CALL BACK LATER,red,1562
151524972969,NOT INTERESTED,orange,1563
449196545703,ANSWER MACHINE,black,1564
917698112399,ANSWER MACHINE,blue,1565
339196854564,CALL BACK LATER,black,1566
363698588250,ANSWER MACHINE,orange,1567
535636891988,INTERESTED,red,1568
355042039435,INTERESTED,orange,1569
563975894598,ANSWER MACHINE,orange,1570
609002010508,NOT INTERESTED,orange,1571
604942738996,INTERESTED,red,1572
504450517444,CALL BACK LATER,orange,1573
058175833900,CALL BACK LATER,orange,1574
355992670736,INTERESTED,red,1575
822091140295,NOT INTERESTED,orange,1576
757493876017,CALL BACK LATER,orange,1577
719182396018,CALL BACK LATER,black,1578
525137468938,ANSWER MACHINE,orange,1579
669699623595,CALL BACK LATER,orange,1580
800287414547,NOT INTERESTED,orange,1581
825530909702,CALL BACK LATER,orange,1582
045053011509,INTERESTED,orange,1583
307055864647,INTERESTED,red,1584
871467036397,ANSWER MACHINE,red,1585
419768717874,ANSWER MACHINE,orange,1586
506425667294,CALL BACK LATER,red,1587
921968531856,CALL BACK LATER,red,1588
706346118182,CALL BACK LATER,orange,1589
810696357616,CALL BACK LATER,red,1590
671274525572,INTERESTED,orange,1591
247525935752,INTERESTED,orange,1592
037376611213,CALL BACK LATER,orange,1593
022925016261,DEAD LINE,red,1594
784076210613,CALL BACK LATER,orange,1595
832788367289,NOT INTERESTED,black,1596
512723272323,ANSWER MACHINE,red,1597
940098519257,DEAD LINE,red,1598
515722739921,CALL BACK LATER,green,1599
597946078419,ANSWER MACHINE,black,1600
378388883235,ANSWER MACHINE,black,1601
751156848210,INTERESTED,green,1602
770251124171,CALL BACK LATER,red,1603
135875951433,INTERESTED,red,1604
209951789425,NOT INTERESTED,orange,1605
950634141094,NOT INTERESTED,orange,1606
435425806138,ANSWER MACHINE,orange,1607
355378145419,CALL BACK LATER,black,1608
623778280105,NOT INTERESTED,red,1609
882646561512,CALL BACK LATER,red,1610
326946459876,NOT INTERESTED,red,1611
092703192114,CALL BACK LATER,orange,1612
972120616191,DEAD LINE,orange,1613
676617578901,CALL BACK LATER,black,1614
045251847835,CALL BACK LATER,red,1615
634201291867,ANSWER MACHINE,red,1616
431964678966,NOT INTERESTED,orange,1617
046089867056,CALL BACK LATER,orange,1618
482396044337,CALL BACK LATER,red,1619
147940526843,CALL BACK LATER,green,1620
471738372439,CALL BACK LATER,black,1621
077365507266,CALL BACK LATER,orange,1622
021237424339,NOT INTERESTED,orange,1623
938779177296,CALL BACK LATER,red,1624
994620568249,INTERESTED,blue,1625
763947880652,NOT INTERESTED,orange,1626
751795388418,NOT INTERESTED,black,1627
323270040670,INTERESTED,orange,1628
863296589669,NOT INTERESTED,red,1629
951883609356,NOT INTERESTED,red,1630
516835446778,INTERESTED,orange,1631
211167143079,DEAD LINE,black,1632
134925035218,INTERESTED,orange,1633
157908479378,INTERESTED,red,1634
204046089478,NOT INTERESTED,orange,1635
780290496165,INTERESTED,orange,1636
063419367368,CALL BACK LATER,black,1637
022917014524,INTERESTED,orange,1638
265494534487,CALL BACK LATER,red,1639
798209775572,INTERESTED,orange,1640
999513917477,DEAD LINE,red,1641
176894345367,NOT INTERESTED,red,1642
540730617082,ANSWER MACHINE,orange,1643
580439074840,ANSWER MACHINE,black,1644
524053105822,CALL BACK LATER,black,1645
399702759495,CALL BACK LATER,orange,1646
384161172046,CALL BACK LATER,red,1647
010632234727,CALL BACK LATER,black,1648
846070504032,CALL BACK LATER,black,1649
018368022431,ANSWER MACHINE,red,1650
193117339176,CALL BACK LATER,orange,1651
972572656219,ANSWER MACHINE,red,1652
350965802992,CALL BACK LATER,green,1653
850990791613,CALL BACK LATER,green,1654
625290028444,NOT INTERESTED,orange,1655
963789936454,CALL BACK LATER,orange,1656
362122795039,CALL BACK LATER,orange,1657
689457736936,NOT INTERESTED,orange,1658
322440705572,INTERESTED,orange,1659
808454360435,CALL BACK LATER,red,1660
740224681271,INTERESTED,orange,1661
760909776555,INTERESTED,red,1662
497815217138,NOT INTERESTED,red,1663
449196545703,NOT INTERESTED,orange,1664
917698112399,INTERESTED,black,1665
339196854564,CALL BACK LATER,red,1666
363698588250,NOT INTERESTED,orange,1667
128416617642,NOT INTERESTED,red,1668
074868657317,DEAD LINE,orange,1669
563975894598,NOT INTERESTED,orange,1670
845791091936,CALL BACK LATER,orange,1671
388419397070,INTERESTED,green,1672
504450517444,NOT INTERESTED,black,1673
058175833900,CALL BACK LATER,black,1674
582979715051,CALL BACK LATER,orange,1675
314008094708,ANSWER MACHINE,orange,1676
757493876017,NOT INTERESTED,orange,1677
719182396018,CALL BACK LATER,orange,1678
525137468938,CALL BACK LATER,orange,1679
669699623595,NOT INTERESTED,red,1680
772431417991,CALL BACK LATER,green,1681
825530909702,INTERESTED,blue,1682
992397171262,NOT INTERESTED,orange,1683
080832260714,NOT INTERESTED,orange,1684
871467036397,NOT INTERESTED,red,1685
419768717874,NOT INTERESTED,black,1686
506425667294,INTERESTED,orange,1687
921968531856,CALL BACK LATER,green,1688
706346118182,CALL BACK LATER,black,1689
810696357616,INTERESTED,red,1690
910605271504,CALL BACK LATER,orange,1691
090086202776,CALL BACK LATER,black,1692
037376611213,CALL BACK LATER,red,1693
900299747424,CALL BACK LATER,black,1694
784076210613,NOT INTERESTED,red,1695
313967627952,NOT INTERESTED,orange,1696
512723272323,NOT INTERESTED,orange,1697
751409473400,CALL BACK LATER,orange,1698
515722739921,INTERESTED,orange,1699
597946078419,INTERESTED,orange,1700
378388883235,NOT INTERESTED,black,1701
934807577459,NOT INTERESTED,green,1702
770251124171,CALL BACK LATER,red,1703
105058501038,CALL BACK LATER,black,1704
406980633299,DEAD LINE,black,1705
645538204786,CALL BACK LATER,orange,1706
435425806138,INTERESTED,red,1707
355378145419,INTERESTED,red,1708
473998259759,CALL BACK LATER,red,1709
882646561512,NOT INTERESTED,orange,1710
822811307324,INTERESTED,green,1711
092703192114,NOT INTERESTED,black,1712
686374535552,CALL BACK LATER,red,1713
676617578901,CALL BACK LATER,red,1714
045251847835,INTERESTED,orange,1715
634201291867,INTERESTED,red,1716
607201210303,ANSWER MACHINE,red,1717
046089867056,CALL BACK LATER,black,1718
482396044337,CALL BACK LATER,green,1719
147940526843,CALL BACK LATER,red,1720
471738372439,NOT INTERESTED,red,1721
077365507266,NOT INTERESTED,green,1722
886912000833,INTERESTED,red,1723
938779177296,INTERESTED,orange,1724
428918428556,CALL BACK LATER,orange,1725
495353495954,CALL BACK LATER,black,1726
290017252578,CALL BACK LATER,orange,1727
436966488379,ANSWER MACHINE,red,1728
673311875103,NOT INTERESTED,red,1729
613663231334,CALL BACK LATER,red,1730
435559415789,NOT INTERESTED,orange,1731
043942680097,NOT INTERESTED,orange,1732
027766927391,CALL BACK LATER,orange,1733
401774673498,CALL BACK LATER,orange,1734
837019294334,CALL BACK LATER,blue,1735
065491442167,CALL BACK LATER,orange,1736
063419367368,CALL BACK LATER,orange,1737
732599191502,CALL BACK LATER,red,1738
265494534487,INTERESTED,orange,1739
983976856917,NOT INTERESTED,red,1740
519275713372,ANSWER MACHINE,red,1741
720292865156,CALL BACK LATER,orange,1742
540730617082,CALL BACK LATER,red,1743
580439074840,INTERESTED,green,1744
524053105822,INTERESTED,orange,1745
399702759495,CALL BACK LATER,green,1746
384161172046,CALL BACK LATER,red,1747
010632234727,CALL BACK LATER,orange,1748
846070504032,INTERESTED,orange,1749
018368022431,CALL BACK LATER,orange,1750
193117339176,CALL BACK LATER,orange,1751
972572656219,INTERESTED,red,1752
350965802992,INTERESTED,red,1753
850990791613,INTERESTED,black,1754
277099309565,CALL BACK LATER,orange,1755
963789936454,CALL BACK LATER,red,1756
362122795039,INTERESTED,green,1757
869462724280,CALL BACK LATER,red,1758
612258877827,CALL BACK LATER,red,1759
808454360435,NOT INTERESTED,orange,1760
980021261488,INTERESTED,red,1761
757382598010,ANSWER MACHINE,orange,1762
275696189110,INTERESTED,orange,1763
979190758414,NOT INTERESTED,orange,1764
682435741157,ANSWER MACHINE,black,1765
339196854564,INTERESTED,black,1766
449011544792,CALL BACK LATER,red,1767
485821690596,CALL BACK LATER,orange,1768
120973395319,ANSWER MACHINE,orange,1769
823644178911,NOT INTERESTED,black,1770
845791091936,NOT INTERESTED,green,1771
777438893005,INTERESTED,red,1772
964723336517,NOT INTERESTED,orange,1773
058175833900,INTERESTED,black,1774
582979715051,INTERESTED,blue,1775
314008094708,INTERESTED,orange,1776
432554448625,DEAD LINE,orange,1777
719182396018,INTERESTED,red,1778
525137468938,CALL BACK LATER,green,1779
082735132208,ANSWER MACHINE,orange,1780
772431417991,NOT INTERESTED,red,1781
076433167380,CALL BACK LATER,orange,1782
052912094041,CALL BACK LATER,orange,1783
714914267858,INTERESTED,green,1784
592569933942,CALL BACK LATER,red,1785
161437905336,INTERESTED,orange,1786
196199552494,ANSWER MACHINE,black,1787
921968531856,INTERESTED,orange,1788
706346118182,CALL BACK LATER,orange,1789
501588937498,INTERESTED,red,1790
910605271504,INTERESTED,red,1791
090086202776,CALL BACK LATER,red,1792
037376611213,INTERESTED,black,1793
900299747424,CALL BACK LATER,black,1794
126579132453,CALL BACK LATER,black,1795
025003058988,INTERESTED,red,1796
736405160753,CALL BACK LATER,blue,1797
751409473400,CALL BACK LATER,red,1798
989060595035,CALL BACK LATER,red,1799
271979638064,DEAD LINE,orange,1800
551706627041,NOT INTERESTED,black,1801
637699837567,CALL BACK LATER,orange,1802
770251124171,INTERESTED,red,1803
105058501038,CALL BACK LATER,blue,1804
656665159044,INTERESTED,orange,1805
645538204786,CALL BACK LATER,orange,1806
293191471931,ANSWER MACHINE,red,1807
453557603506,ANSWER MACHINE,red,1808
473998259759,CALL BACK LATER,orange,1809
105617283407,NOT INTERESTED,black,1810
162306869923,CALL BACK LATER,orange,1811
131494180582,CALL BACK LATER,orange,1812
686374535552,INTERESTED,black,1813
676617578901,INTERESTED,red,1814
407411826796,NOT INTERESTED,orange,1815
691573788828,ANSWER MACHINE,orange,1816
607201210303,CALL BACK LATER,red,1817
046089867056,CALL BACK LATER,orange,1818
482396044337,INTERESTED,black,1819
147940526843,CALL BACK LATER,black,1820
842025357020,CALL BACK LATER,black,1821
429264189502,DEAD LINE,orange,1822
680973037519,CALL BACK LATER,orange,1823
128083686266,NOT INTERESTED,orange,1824
428918428556,INTERESTED,red,1825
495353495954,CALL BACK LATER,orange,1826
290017252578,INTERESTED,green,1827
436966488379,INTERESTED,red,1828
522313469932,CALL BACK LATER,red,1829
613663231334,CALL BACK LATER,blue,1830
583848516870,CALL BACK LATER,orange,1831
412198680779,CALL BACK LATER,orange,1832
027766927391,NOT INTERESTED,orange,1833
401774673498,INTERESTED,orange,1834
837019294334,CALL BACK LATER,black,1835
065491442167,NOT INTERESTED,black,1836
063419367368,INTERESTED,orange,1837
732599191502,CALL BACK LATER,orange,1838
161685072421,ANSWER MACHINE,red,1839
964710838658,CALL BACK LATER,orange,1840
519275713372,NOT INTERESTED,red,1841
720292865156,NOT INTERESTED,red,1842
540730617082,CALL BACK LATER,orange,1843
935438496499,NOT INTERESTED,orange,1844
487739602408,NOT INTERESTED,black,1845
399702759495,INTERESTED,orange,1846
384161172046,INTERESTED,orange,1847
010632234727,INTERESTED,red,1848
479990438826,CALL BACK LATER,red,1849
018368022431,CALL BACK LATER,red,1850
193117339176,NOT INTERESTED,red,1851
609500725047,CALL BACK LATER,blue,1852
698843919084,CALL BACK LATER,orange,1853
548827428167,INTERESTED,red,1854
277099309565,CALL BACK LATER,orange,1855
963789936454,NOT INTERESTED,orange,1856
774869310750,NOT INTERESTED,orange,1857
869462724280,INTERESTED,black,1858
612258877827,CALL BACK LATER,green,1859
444575489234,NOT INTERESTED,black,1860
237261406412,CALL BACK LATER,orange,1861
757382598010,NOT INTERESTED,orange,1862
065035132522,ANSWER MACHINE,orange,1863
818740734423,NOT INTERESTED,green,1864
682435741157,CALL BACK LATER,black,1865
057804212855,NOT INTERESTED,orange,1866
449011544792,NOT INTERESTED,orange,1867
485821690596,CALL BACK LATER,green,1868
120973395319,NOT INTERESTED,red,1869
211718826915,INTERESTED,orange,1870
889301083876,INTERESTED,orange,1871
249310130655,ANSWER MACHINE,orange,1872
912308399396,CALL BACK LATER,red,1873
248278563342,INTERESTED,orange,1874
292199031904,NOT INTERESTED,red,1875
041820724191,CALL BACK LATER,black,1876
310509373971,INTERESTED,orange,1877
295875583256,ANSWER MACHINE,red,1878
525137468938,NOT INTERESTED,black,1879
082735132208,NOT INTERESTED,black,1880
758799408807,CALL BACK LATER,orange,1881
076433167380,INTERESTED,red,1882
052912094041,INTERESTED,blue,1883
833143930850,CALL BACK LATER,orange,1884
592569933942,CALL BACK LATER,red,1885
340178086009,ANSWER MACHINE,green,1886
196199552494,NOT INTERESTED,black,1887
240598664067,NOT INTERESTED,orange,1888
706346118182,CALL BACK LATER,orange,1889
223766645437,CALL BACK LATER,green,1890
769819934152,CALL BACK LATER,orange,1891
